original_name,qs_canonical_name,similarity_score
University Of Chicago Harris School,University of Chicago,74.07407407407408
"University Of Chicago, Loyola",University of Chicago,74.07407407407408
University Of Cincinnati College,University of Cincinnati,100.0
University Of Cincinnati (UC),University of Cincinnati,89.65517241379311
University Of Cincinnati DAPP,University of Cincinnati,83.87096774193549
"University Of Cincinnati, Ohio",University of Cincinnati,83.87096774193549
UCincinnati,University of Cincinnati,83.33333333333334
Coimbra University,University of Coimbra,82.35294117647058
University Of Colombo,University of Colombo,100.0
"Univ Of Colorado, Boulder",University of Colorado Boulder,100.0
Boulder Colorado University,University of Colorado Boulder,91.42857142857143
Colorado University Boulder,University of Colorado Boulder,91.42857142857143
University Colorado Boulder,University of Colorado Boulder,91.42857142857143
University Of Colorado Boulder (CU Boulder),University of Colorado Boulder,77.55102040816327
"University Of Denver, Colorado","University of Colorado, Denver ",100.0
University Of ColoradoDenver,"University of Colorado, Denver ",97.14285714285714
University Of Colorado Denver (CU Denver),"University of Colorado, Denver ",78.26086956521739
Univeisity Of Colorado Denver,"University of Colorado, Denver ",76.59574468085107
University Of Colorado Denver - Anschutz,"University of Colorado, Denver ",76.59574468085107
Uni Of Connecticut,University of Connecticut,87.5
University Of Connecticut HSC,University of Connecticut,87.5
UConnecticut,University of Connecticut,84.61538461538461
Connecticut UConn,University of Connecticut,83.87096774193549
University Of Connecticut-Storr,University of Connecticut,82.35294117647058
Southern University Of Connecticut,University of Connecticut,75.67567567567568
University Of Southern Connecticut,University of Connecticut,75.67567567567568
University Of Copenhagen,University of Copenhagen,100.0
IT University Of Copenhagen,University of Copenhagen,89.65517241379311
The Univ. Of Delaware,University of Delaware,100.0
Univ Of Delaware,University of Delaware,100.0
University Of Delaware (UD),University of Delaware,88.0
Delaware,University of Delaware,84.21052631578947
University Delaware,University of Delaware,84.21052631578947
"University Of Delaware, Newark",University of Delaware,75.86206896551724
University Of Denber,University of Denver,88.88888888888889
University Of Denver (DU),University of Denver,85.71428571428572
University Of Denvernver,University of Denver,81.81818181818181
University Of Denver (GSIS),University of Denver,78.26086956521739
University Of Denver GSPP,University of Denver,78.26086956521739
"University Of Denver, PsyD",University of Denver,78.26086956521739
University Of Denver/Iliff,University of Denver,78.26086956521739
University Of Dhaka,University of Dhaka,100.0
University Of East Anglia,University of East Anglia (UEA),87.5
"University Of East Anglia, Norwich, UK",University of East Anglia (UEA),74.4186046511628
Univ Of Florida,University of Florida,100.0
University Of Florida UFL,University of Florida,83.33333333333334
Florida University,University of Florida,82.35294117647058
University Florida,University of Florida,82.35294117647058
University Of West Florida,University of Florida,80.0
University Of Miami Florida,University of Florida,76.92307692307692
University Of North Florida,University of Florida,76.92307692307692
University Of Flo,University of Florida,75.0
University Of Geneva,University of Geneva,100.0
The University Of Glasgow,University of Glasgow,100.0
University Of Glasgow,University of Glasgow,100.0
Groningen University,University of Groningen,85.71428571428572
University Of Guelpg,University of Guelph,88.88888888888889
Guelph University,University of Guelph,80.0
University Of Guelph: Tri-University,University of Guelph,78.26086956521739
University Of Guelph (SOFAM),University of Guelph,75.0
Gottingen University,University of Göttingen,76.19047619047619
University Of Hawaii At Mano,University of Hawai?i at Manoa,97.14285714285714
"University Of Hawaii, Manoa (UH Manoa)",University of Hawai?i at Manoa,80.95238095238095
University Of Hawaii: Manoa: School Of Law,University of Hawai?i at Manoa,75.0
University Of Helsinki,University of Helsinki,100.0
University Of Hartford,University of Hertfordshire,74.07407407407408
Univ Of Houston,University of Houston,100.0
University Of Houston UH,University of Houston,86.95652173913044
Uni. Of Houston,University of Houston,83.33333333333334
Houston University,University of Houston,82.35294117647058
University Of Texas Houston,University of Houston,76.92307692307692
University Of Hull,University of Hull,100.0
University Of Iceland,University of Iceland,100.0
University Of Idahp,University of Idaho,87.5
University Of Idaho (UI),University of Idaho,84.21052631578947
Idaho University,University of Idaho,76.92307692307692
Illinois At Chicago (UIC),University of Illinois at Chicago (UIC),93.87755102040816
University At Chicago Illinois,University of Illinois at Chicago (UIC),84.44444444444444
University Illinois At Chicago,University of Illinois at Chicago (UIC),84.44444444444444
Illinois University At Urbana-champaign,University of Illinois at Urbana-Champaign,94.91525423728814
Unv Of Illinois Urbana-Champaign,University of Illinois at Urbana-Champaign,88.88888888888889
Illinois Urbana Champaign,University of Illinois at Urbana-Champaign,85.71428571428572
Uni Of Illinois At Urbana,University of Illinois at Urbana-Champaign,75.0
University Of Illinois At U-C,University of Illinois at Urbana-Champaign,73.46938775510203
University Of Illinois - Urbana/Champagneectural Association,University of Illinois at Urbana-Champaign,73.41772151898735
Univ Of Iowa,University of Iowa,100.0
University Of Lowa,University of Iowa,85.71428571428572
University Of Iowa / IWW,University of Iowa,77.77777777777779
"Kansas, University Of",University of Kansas,100.0
University Of Kansas (KU),University of Kansas,85.71428571428572
Kansas University,University of Kansas,80.0
University Of Kent,University of Kent,100.0
University Of Kent BSIS,University of Kent,73.6842105263158
University Of Kentrukey,University of Kent,73.6842105263158
Kentucky University,University of Kentucky,84.21052631578947
University Kentucky,University of Kentucky,84.21052631578947
University Of Lausanne (UNIL),University of Lausanne,81.4814814814815
University Of Leeds,University of Leeds,100.0
University Of Leicester,University of Leicester,100.0
University Of Limerick,University of Limerick,100.0
University Of Liverpool,University of Liverpool,100.0
Univ Of Louisvile,University of Louisville,96.0
Louisville University,University of Louisville,86.95652173913044
University Of Louisville UofL,University of Louisville,83.87096774193549
University Of Luxembourg,University of Luxembourg,100.0
Manitoba University,University of Manitoba,84.21052631578947
University Of Mayland Baltimore County,"University of Maryland, Baltimore County",98.18181818181819
UMBC (University Of Maryland Baltimore County),"University of Maryland, Baltimore County",91.80327868852459
Uni Of Maryland Baltimore Country,"University of Maryland, Baltimore County",91.80327868852459
University Of Maryland Baltimore,"University of Maryland, Baltimore County",85.71428571428572
"Maryland, College Park (University Of)","University of Maryland, College Park",100.0
University Of Maryland ARE,"University of Maryland, College Park",90.32258064516128
"Maryland University, College Park","University of Maryland, College Park",89.65517241379311
"University Maryland, College Park","University of Maryland, College Park",89.65517241379311
University Of Maryland CP,"University of Maryland, College Park",86.66666666666667
University Of Maryland College Park Smith,"University of Maryland, College Park",84.21052631578947
"University Of Maryland, College Park (Clark)","University of Maryland, College Park",84.21052631578947
Univ Of Maryland,"University of Maryland, College Park",81.4814814814815
University Of Maryland College,"University of Maryland, College Park",81.4814814814815
University Of Maryland (AMSC),"University of Maryland, College Park",81.25
Uni Of Maryland,"University of Maryland, College Park",77.41935483870968
University Of Maryland(MSPP),"University of Maryland, College Park",77.41935483870968
University Of Maryland - MAPO,"University of Maryland, College Park",76.47058823529412
University Of Maryland - College Parkd - College Park,"University of Maryland, College Park",76.19047619047619
"University Of Maryland, Ann Arbor","University of Maryland, College Park",75.67567567567568
University Of Maryland College Park (1100100907),"University of Maryland, College Park",74.4186046511628
Massachusetts Amherst University,University of Massachusetts Amherst,93.33333333333333
University Massachusetts-Amherst,University of Massachusetts Amherst,88.88888888888889
University Of Massachusetts (UMass) - Amherst,University of Massachusetts Amherst,85.71428571428572
University Of Massachusetts-Amherst (UMASS),University of Massachusetts Amherst,85.18518518518519
University Of Massachusettchusetts - Amherst,University of Massachusetts Amherst,84.21052631578947
"University Of Massachusetts, Amherst, Isenberg",University of Massachusetts Amherst,84.21052631578947
University Of Massachusetts(UMass),University of Massachusetts Amherst,80.0
University Of Massachusetts At Worcester,University of Massachusetts Amherst,79.24528301886792
University Of Massachusetts Medical School,University of Massachusetts Amherst,79.16666666666666
UMass Amherst / University Of Massachusetts Amherst,University of Massachusetts Amherst,77.41935483870968
University Of Massachusetts Amherst (UMass Amherst),University of Massachusetts Amherst,77.41935483870968
University Of Massachusets,University of Massachusetts Amherst,76.92307692307692
University Of Massachusetts Medical School - Worcester,University of Massachusetts Amherst,73.33333333333334
University Of Massachusetts Boson,University of Massachusetts Boston,97.77777777777777
University Of Massachusetts Lowell,University of Massachusetts Boston,78.26086956521739
University Of Massachusetts-Isenberg,University of Massachusetts Boston,75.0
Memphis University,University of Memphis,82.35294117647058
The University Of Miami,University of Miami,100.0
Univ. Of Miami,University of Miami,100.0
"University Of Miami,FL",University of Miami,88.88888888888889
Uni Of Miami,University of Miami,80.0
University Of Miami Ohio,University of Miami,76.19047619047619
University Of Michigan-Ann Arobr,University of Michigan-Ann Arbor,95.23809523809523
"Michigan University, Ann Arbor",University of Michigan-Ann Arbor,87.17948717948718
University Michigan Ann Arbor,University of Michigan-Ann Arbor,87.17948717948718
Uni Of Michigan Ann Arbor,University of Michigan-Ann Arbor,86.95652173913044
"Univ Of Mich, Ann Arbor",University of Michigan-Ann Arbor,84.21052631578947
University Of Michigan - Ann Arbor - SNRE,University of Michigan-Ann Arbor,82.35294117647058
University Of MichiganDearborn,University of Michigan-Ann Arbor,80.0
University Of Michigan - Ann,University of Michigan-Ann Arbor,78.94736842105263
University Of Michigan- Ford,University of Michigan-Ann Arbor,78.94736842105263
University Of Michigan--Ann Arbor - Ann Arbor,University of Michigan-Ann Arbor,76.36363636363637
"Ford School, University Of Michigan",University of Michigan-Ann Arbor,75.67567567567568
The University Of Michigan Ford School,University of Michigan-Ann Arbor,75.67567567567568
University Of Michigan Ford School,University of Michigan-Ann Arbor,75.67567567567568
University Of Michigan AA,University of Michigan-Ann Arbor,74.28571428571429
"University Of Michigan - Ann Arbors, University Of Michigan",University of Michigan-Ann Arbor,73.6842105263158
University Of Guilan,University of Milan,82.35294117647058
University Of Minnesota At Twin City,University of Minnesota Twin Cities,85.71428571428572
University Of Minnesota Twins,University of Minnesota Twin Cities,85.71428571428572
University Of Minnesota Twin City (umn),University of Minnesota Twin Cities,84.0
University Of Minnesota - Twin Cities (Carlson),University of Minnesota Twin Cities,82.75862068965517
Unversity Of Minnesota Twin Cities,University of Minnesota Twin Cities,82.75862068965517
University Of Minnesota - TC,University of Minnesota Twin Cities,73.17073170731707
University Of Missisippi,University of Mississippi,96.2962962962963
Uni Of Mississppi,University of Mississippi,83.87096774193549
Ole Miss (University Of Mississippi,University of Mississippi,75.67567567567568
The University Of Mississippi (Ole Miss),University of Mississippi,75.67567567567568
University  Of Southern Mississippi,University of Mississippi,75.67567567567568
University Of Mississippi (Ole Miss),University of Mississippi,75.67567567567568
University of Missouri - Rolla,"University of Missouri, Columbia",76.92307692307692
University Of Missouri (Mizzou),"University of Missouri, Columbia",73.6842105263158
University Of Montana Missoula,University of Montana Missoula ,100.0
Mumbai University,University of Mumbai,80.0
University Of Navarra/Spain,University of Navarra,80.0
University Of New Brunswick,University of New Brunswick,100.0
University Of North Carolina Charlotte,University of North Carolina at Charlotte,94.73684210526316
Universtiy Of North Carolina Charlotte,University of North Carolina at Charlotte,79.41176470588236
University Of North Carolina Greensboro,University of North Carolina at Greensboro,94.91525423728814
University North Carolina Greensboro,University of North Carolina at Greensboro,89.28571428571429
UNC Greesboro (University Of North Carolina-Greensboro),University of North Carolina at Greensboro,73.97260273972603
University Of North CarolinaChapel Hill,"University of North Carolina, Chapel Hill",98.24561403508771
University North Carolina Chapel Hill,"University of North Carolina, Chapel Hill",94.54545454545455
University Of Carolina - Chapel Hill,"University of North Carolina, Chapel Hill",85.18518518518519
University Of North Carolina - CH,"University of North Carolina, Chapel Hill",78.43137254901961
The University Of North Carolina At Chapel Hill (UNC) Gillings School,"University of North Carolina, Chapel Hill",78.37837837837837
"University Of North Carolina, Chapel Hill (UNC Chapel Hill)","University of North Carolina, Chapel Hill",78.37837837837837
"School Of Education, The University Of North Carolina At Chapel Hill","University of North Carolina, Chapel Hill",74.35897435897436
U Of North Carolina (UNC),"University of North Carolina, Chapel Hill",73.07692307692308
The University Of North Texas,University of North Texas,100.0
North Texas University,University of North Texas,88.0
University Of North Texas- Denton,University of North Texas,77.77777777777779
North Texas (UNT),University of North Texas,75.86206896551724
University Notre Dame,University of Notre Dame,86.95652173913044
Uni. Of Notre Dame,University of Notre Dame,86.66666666666667
University Of Notre Dame (UND),University of Notre Dame,86.66666666666667
University Of Notre DameDame,University of Notre Dame,86.66666666666667
University Of Notre DameFlorida,University of Notre Dame,78.78787878787878
University Of Notre,University of Notre Dame,76.19047619047619
The University Of Nottingham,University of Nottingham,100.0
University Of Nottingham,University of Nottingham,100.0
The University Of Oklahoma,University of Oklahoma,100.0
University Of Oklahoma OU,University of Oklahoma,88.0
University Of Oklahoma HSC,University of Oklahoma,84.61538461538461
Oklahoma University,University of Oklahoma,84.21052631578947
University Of Oklahoma Norman,University of Oklahoma,75.86206896551724
The University Of Central Oklahoma,University of Oklahoma,73.33333333333334
University Of Central Oklahoma,University of Oklahoma,73.33333333333334
University Of Oregan,University of Oregon,88.88888888888889
University Or Oregon,University of Oregon,88.88888888888889
University Of Oslo,University of Oslo,100.0
UOTTAWA,University of Ottawa,75.0
University Of Ottawa(OCIECE),University of Ottawa,75.0
"Oxford, University Of",University of Oxford,100.0
University Of Oxdord,University of Oxford,88.88888888888889
Uni Of Oxford,University of Oxford,81.81818181818181
Oxford University,University of Oxford,80.0
University Of Patna,University of Patras,82.35294117647058
Pennsylvania University,University of Pennsylvania,88.88888888888889
University Of Pennsilvanya,University of Pennsylvania,86.66666666666667
University Of Pennslyvinia,University of Pennsylvania,86.66666666666667
Penn (University Of Pennsylvania),University of Pennsylvania,85.71428571428572
University Of Pennsylvania AMCS,University of Pennsylvania,85.71428571428572
University Of Pennsylvania Fels,University of Pennsylvania,85.71428571428572
"University Of Pennsylvania, Fels Institute",University of Pennsylvania,85.71428571428572
University Of Pennsylvania Warton School,University of Pennsylvania,81.08108108108108
The University Of Pennsylvania Wharton School,University of Pennsylvania,78.94736842105263
U Of Pennsylvania (UPenn),University of Pennsylvania,78.94736842105263
University Of Pennsylvania Medical School,University of Pennsylvania,78.94736842105263
University Of Pennsylvania Wharton,University of Pennsylvania,78.94736842105263
University Of Pennsylvaniailwaukee,University of Pennsylvania,78.94736842105263
Kutztown University Of Pennsylvania,University of Pennsylvania,76.92307692307692
Annenberg School University Of Pennsylvania,University of Pennsylvania,75.0
University Of Pennsylvania School Of Design,University of Pennsylvania,75.0
"University Of Pennsylvania, Annenberg",University of Pennsylvania,75.0
University Of PennsylvaniaPennDesign,University of Pennsylvania,75.0
Clarion University Of Pennslyvania,University of Pennsylvania,73.6842105263158
University Of Pittsberg,University of Pittsburgh,88.0
University Of Pitturagh,University of Pittsburgh,88.0
Pittsburgh Univ.,University of Pittsburgh,86.95652173913044
University Pittsburgh,University of Pittsburgh,86.95652173913044
University Of Pittsburgh HPS,University of Pittsburgh,86.66666666666667
University Of Pittsburgh(Katz),University of Pittsburgh,86.66666666666667
University Of Pittsburgh (Pitt),University of Pittsburgh,83.87096774193549
University Pittsburgh GSPH,University of Pittsburgh,78.57142857142857
University Of Pittsburgh Medical School,University of Pittsburgh,76.47058823529412
University Of Pitts,University of Pittsburgh,76.19047619047619
University Of Portland,University of Porto,73.6842105263158
University Of Reading,University of Reading,100.0
University Of Regina,University of Regina,100.0
Rhode Island University,University of Rhode Island ,88.88888888888889
University Rhode Island,University of Rhode Island ,88.88888888888889
University Of Rhode Island - URI,University of Rhode Island ,83.33333333333334
"Towson University, University Of Rhode Island",University of Rhode Island ,81.08108108108108
University Of Rhode Island - Kingston,University of Rhode Island ,73.17073170731707
Uni Of Rochester,University of Rochester,85.71428571428572
URochester,University of Rochester,81.81818181818181
"Simon School, University Of Rochester",University of Rochester,80.0
University Of Rochester Simon,University of Rochester,80.0
University Of Rochester Simon School,University of Rochester,80.0
"University Of Rochester, Warner School",University of Rochester,77.41935483870968
University Of San Francisco,University of San Francisco,100.0
UC San Francisco (UCSF),University of San Francisco,75.67567567567568
University Of California San Francisco,University of San Francisco,74.4186046511628
University Of Saskachewan,University of Saskatchewan,96.55172413793103
University Of South Australia,University of South Australia,100.0
University South Carolina,University of South Carolina,90.32258064516128
University Of South Carolina- Aiken,University of South Carolina,82.92682926829268
University Of South Carolina-distance,University of South Carolina,79.06976744186046
University Of South Carolina (On-campus),University of South Carolina,77.27272727272727
University Of South Carolina (USC / UofSC),University of South Carolina,77.27272727272727
University Of South Carolina (Darla Moore),University of South Carolina,73.91304347826086
University Of South Florid,University of South Florida,96.7741935483871
University Of South Floridaflodira,University of South Florida,82.05128205128204
University Of South FL,University of South Florida,81.4814814814815
Southampton University,University of Southampton,88.0
Uni Southampton,University of Southampton,82.75862068965517
University Southern California,University of Southern California,92.6829268292683
USC Southern California,University of Southern California,88.88888888888889
University Of Southern California - SPPD,University of Southern California,86.27450980392157
USC  The University Of Southern California,University of Southern California,84.61538461538461
University Of Southern California Viterbi,University of Southern California,84.61538461538461
"University Of Southern California, Marshall",University of Southern California,83.01886792452831
California Lutheran University,University of Southern California,82.92682926829268
U Of South California(usc),University of Southern California,82.6086956521739
University Of Southern California Annenberg,University of Southern California,81.4814814814815
University Of Southern California - USC Keck,University of Southern California,80.0
University Of Southern California Santa Cruz,University of Southern California,80.0
"University Of Southern California, Los Angeles",University of Southern California,78.57142857142857
University Of Southern California At San Diego,University of Southern California,77.19298245614034
University Of Southern California And University Of Lousiana,University of Southern California,73.33333333333334
University Of Southern Cal (USC),University of Southern California,73.17073170731707
The University Of St Andrews,University of St Andrews,100.0
St Andrews University,University of St Andrews,86.95652173913044
"University Of St. Andrews, Scotland",University of St Andrews,74.28571428571429
University Of Stavanger,University of Stavanger,100.0
University Of Stavanger (UiS),University of Stavanger,85.71428571428572
Stirling University,University of Stirling,84.21052631578947
University Of Strathclyde,University of Strathclyde,100.0
University Of Surrey,University of Surrey,100.0
"University Of Sussex, UK",University of Sussex,85.71428571428572
Sussex University,University of Sussex,80.0
University Of Tampa,University of Tasmania,73.6842105263158
University Of Tehran,University of Tehran,100.0
University Of Texas Dallas,University of Texas Dallas,100.0
Univ Of Texas At Dallas,University of Texas Dallas,90.9090909090909
University Of Texus At Dallas,University of Texas Dallas,84.84848484848484
"University Of North Texas, Dallas",University of Texas Dallas,83.33333333333334
University Of Texas - Dallas (UTD),University of Texas Dallas,83.33333333333334
UTD (University Of Texas At Dallas),University of Texas Dallas,81.08108108108108
"University Of Texas, Dallas (UT Dallas)",University of Texas Dallas,75.0
University Of Texas El Paso,University of Texas El Paso ,100.0
University Texas El Paso,University of Texas El Paso ,89.65517241379311
University Of Texas El Paso (UTEP),University of Texas El Paso ,86.48648648648648
University Of El Paso,University of Texas El Paso ,76.92307692307692
Univ. Of Texas At Austin,University of Texas at Austin,100.0
University Of Texas At Austin UT,University of Texas at Austin,92.3076923076923
Texas University At Austin,University of Texas at Austin,90.9090909090909
University Of Austin Texas,University of Texas at Austin,90.9090909090909
University Of Texas (UT) - Austin,University of Texas at Austin,89.47368421052632
UT Austin (University Of Texas Austin),University of Texas at Austin,83.72093023255813
University Of Texas - Austin LBJ,University of Texas at Austin,82.05128205128204
University Of Texas At Austin McCombs,University of Texas at Austin,81.81818181818181
University Of Texas Austin LBJ School,University of Texas at Austin,81.08108108108108
University Of Texas--Austion,University of Texas at Austin,80.0
University Texas Austin,University of Texas at Austin,80.0
"University Of Texas, Austin Architecture",University of Texas at Austin,78.26086956521739
The University Of Texas At Austins At Austin,University of Texas at Austin,76.59574468085107
University Of Texas (UT),University of Texas at Austin,75.86206896551724
University Of Texas Austin School Of Architecture,University of Texas at Austin,73.46938775510203
The University Of Texas San Antonio,University of Texas at San Antonio,93.02325581395348
University Of Texas San Antonio,University of Texas at San Antonio,93.02325581395348
University Of Toled,University of Toledo,94.11764705882352
Univ. Of Toronto,University of Toronto,100.0
Uni Of Toronto,University of Toronto,83.33333333333334
University Of Torontoonto,University of Toronto,83.33333333333334
Toronto,University of Toronto,82.35294117647058
University Toronto,University of Toronto,82.35294117647058
The University Of Toronto (Munk School),University of Toronto,80.0
University Of Toronto (Munk School),University of Toronto,80.0
University Of Toronto (UofT),University of Toronto,80.0
University Of Toronto OISE,University of Toronto,80.0
"University Of Toronto, IHPME",University of Toronto,76.92307692307692
"Rotman, Toronto University",University of Toronto,75.0
University Of Toronto-Rotman,University of Toronto,74.07407407407408
The University Of Tulsa,University of Tulsa,100.0
Tulsa University,University of Tulsa,76.92307692307692
University Of Tuscaloosa,University of Tulsa,76.19047619047619
University Of Twente,University of Twente,100.0
U Of Utah,University of Utah,87.5
University Of Utah (UoU),University of Utah,77.77777777777779
University Of Vermont,University of Vermont,100.0
University Of Vermont Uvm,University of Vermont,83.33333333333334
University Of Victoria (UVic),University of Victoria (UVic),100.0
Univ Of Virginia,University of Virginia,100.0
Virginia University,University of Virginia,84.21052631578947
University Of Virginia Curry School,University of Virginia,78.57142857142857
University Of Virginia-Curry,University of Virginia,78.57142857142857
UVA (Virginia),University of Virginia,78.26086956521739
University Of Virginia (Darden),University of Virginia,75.86206896551724
University Of Virginia Batten,University of Virginia,75.86206896551724
University Of Washing,University of Washington,86.95652173913044
University Washington,University of Washington,86.95652173913044
University Of Washington (Olin),University of Washington,83.87096774193549
UWashington,University of Washington,83.33333333333334
University Of Washington Evans,University of Washington,81.25
University Of Washington(Foster),University of Washington,81.25
University Of Washington-Evans School,University of Washington,81.25
University Of Washington - HCDE,University of Washington,78.78787878787878
University Of Washington Tacoma,University of Washington,78.78787878787878
"University Of Seattle, Washington",University of Washington,76.47058823529412
University Of Washington Bothell,University of Washington,76.47058823529412
University Of Washington Jackson School,University of Washington,76.47058823529412
University Of Washington Business School,University of Washington,74.28571428571429
University Of Waterloo (Tri-University),University of Waterloo,81.4814814814815
UWaterloo,University of Waterloo,80.0
University Of Waterloo (Canada),University of Waterloo,75.86206896551724
Westminster University,University of Westminster,88.0
The University Of Windsor,University of Windsor,100.0
Windsor University,University of Windsor,82.35294117647058
University Of WisconsinMilwaukee,University of Wisconsin Milwaukee ,97.67441860465115
University Wisconsin-Milwaukee,University of Wisconsin Milwaukee ,87.8048780487805
University Of Milwaukee-Wisconsin,University of Wisconsin Milwaukee ,81.81818181818181
"University Of Wisconsin - Madisonn, Milwaukee",University of Wisconsin Milwaukee ,80.0
"University Of Wisconsin, Milwaukeen, Milwaukee",University of Wisconsin Milwaukee ,80.0
University Of Wisconsin-Madison (UWisc),University of Wisconsin-Madison,86.95652173913044
University Wisconsin Madison,University of Wisconsin-Madison,86.48648648648648
University Of Wisconsin Madison (PMP),University of Wisconsin-Madison,86.36363636363636
"University Of Winconsin, Madison(UWM)",University of Wisconsin-Madison,83.72093023255813
University Of Wisconsin-Stout,University of Wisconsin-Madison,78.94736842105263
"University Of Wisconsin-Madison, La Follette",University of Wisconsin-Madison,76.92307692307692
University Of WisconsinMadison (UW Madison),University of Wisconsin-Madison,76.0
"Uw-madison, University Of WisconsinMadison",University of Wisconsin-Madison,76.0
The University Of Wisconsin,University of Wisconsin-Madison,75.0
Wyoming University,University of Wyoming,82.35294117647058
The University Of York,University of York,100.0
"University Of York, UK",University of York,82.35294117647058
UZH - University Of Zurich,University of Zurich,75.0
University Of Zurich - UZH,University of Zurich,75.0
UZH Zurich,University of Zurich,73.6842105263158
University Of The Pacific,University of the Pacific,100.0
University Of The Pacific (UoP),University of the Pacific,87.5
University Of The Pacific Stockton,University of the Pacific,75.67567567567568
Unveristy Of The Pacific,University of the Pacific,73.6842105263158
Saarland University (Universitt Des Saarlandes),Universität des Saarlandes,83.33333333333334
Universite Laval,Université Laval,93.75
Universit Paris-Saclay (Paris-Sud),Université Paris-Saclay,80.0
LUniversit De Bourgogne,Université de Fribourg,80.0
Universit De Montral,Université de Montréal ,95.23809523809523
Uppsala,Uppsala University,100.0
Utah State,Utah State University ,100.0
Plymouth State University,Utah State University ,75.0
Utrecht University,Utrecht University,100.0
Vancouver Islend University,Vancouver Island University,93.75
"Adler University, Vancouver",Vancouver Island University,77.41935483870968
Vanderbilt,Vanderbilt University,100.0
"UCSB, Vanderbilt",Vanderbilt University,80.0
Virgnia Commonwealth University,Virginia Commonwealth University,97.5609756097561
Virginia Commonwealth Univeristy,Virginia Commonwealth University,79.24528301886792
Virginia Polytechnic And State University,Virginia Polytechnic Institute and State University,100.0
Virginia Polytechnic And State University (Virginia Tech),Virginia Polytechnic Institute and State University,81.08108108108108
Virginia Polytechnic University,Virginia Polytechnic Institute and State University,80.0
Wake Forest University,Wake Forest University,100.0
Wake Forest University (WFU),Wake Forest University,84.61538461538461
Washingon State University,Washington State University,96.7741935483871
Eastern Washington State University,Washington State University,80.0
Washington State University Pullman,Washington State University,80.0
Washington State Universtiy,Washington State University,74.4186046511628
Wayne State University,Wayne State University,100.0
Wayne Staet University State University,Wayne State University,78.57142857142857
University West Virginia,West Virginia University,100.0
West Virgina University,West Virginia University,96.0
West Virginia University (WVU)University (WVU),West Virginia University,76.47058823529412
Northern Michigan University,Western Michigan University,78.78787878787878
Western University (UWO),Western University,77.77777777777779
Midwesten University,Western University,75.0
Case Western University,Western University,73.6842105263158
Norhtwestern University,Western University,73.6842105263158
Western University (Ivey),Western University,73.6842105263158
Wuhan University,Wuhan University,100.0
Xiamen University,Xiamen University,100.0
Yale Univ,Yale University,100.0
Yeshiva University,Yeshiva University,100.0
"Yeshiva University, PsyD",Yeshiva University,73.6842105263158
Yildiz Technical University,Yildiz Technical University,100.0
Yokohama National University,Yokohama National University,100.0
Yonsei University,Yonsei University,100.0
NYork Univ,York University,88.88888888888889
Yuan Ze University,Yuan Ze University,100.0
Zhejiang University,Zhejiang University,100.0
Zhengzhou University,Zhengzhou University,100.0
